Material;Werk;BewertArt;Materialkurztext;Ltz. Änd;MArt;Warengrp;BME;EKG;ABC;DMk;BewKl;Prs;Preis;Währg;pro;Angelegt;Preisänd.;_1
4320;300;;ANCAMIDE 220 IPA 73;15.10.2025;ROH;1034;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4321;200;;BYK 093;01.10.2025;ROH;5030;KG;15;D;V2;3004;V;10880,36;EUR;1000;MAASSM;;
4321;2250;;BYK 093;01.10.2025;ROH;5030;KG;221;D;PD;3004;V;0;USD;1000;MAASSM;;
4321;2310;;BYK 093;01.10.2025;ROH;5030;KG;234;D;PD;3004;V;0;MXN;1000;MAASSM;;
4321;2830;;BYK 093;01.10.2025;ROH;5030;KG;296;D;PD;3004;V;132743,18;CNY;1000;MAASSM;;
4321;2850;;BYK 093;01.10.2025;ROH;5030;KG;296;D;PD;3004;V;132743,18;CNY;1000;MAASSM;;
4321;300;;BYK 093;01.10.2025;ROH;5030;KG;30;D;V1;3004;V;10780,1;EUR;1000;MAASSM;;
4400;200;;(U) SR 9003, NPGPODA;03.06.2025;ROH;1052;KG;1;Z;ND;3003;V;5746,8;EUR;1000;SZEGEDI;;
4400;300;;(U) SR 9003, NPGPODA;03.06.2025;ROH;1052;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4401;200;;(Z) SARTOMER 606 A;27.08.2025;ROH;1056;KG;15;A;PD;3003;V;9350,28;EUR;1000;SZEGEDI;;
4401;2830;;(Z) SARTOMER 606 A;27.08.2025;ROH;1056;KG;296;;PD;3003;V;0;CNY;1;SZEGEDI;;
4401;300;;(Z) SARTOMER 606 A;27.08.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4402;200;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;15;A;ZD;3003;V;5700;EUR;1000;SZEGEDI;;
4402;2250;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;221;D;PD;3003;V;10587,36;USD;1000;SZEGEDI;;
4402;2800;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;999;D;PD;3003;V;0;SGD;1000;SZEGEDI;;
4402;2830;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;293;D;PD;3003;V;53081,45;CNY;1000;SZEGEDI;;
4402;2850;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;293;D;PD;3003;V;53081,44;CNY;1000;SZEGEDI;;
4402;300;;(R) Sartomer SR 351, TMPTA;23.08.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4403;200;;(U) Photomer 6628;03.06.2025;ROH;1056;KG;15;Z;ND;3003;V;11799,97;EUR;1000;SZEGEDI;;
4403;300;;(U) Photomer 6628;03.06.2025;ROH;1056;KG;30;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4404;200;;Synthalat A 065, 50% Butylacetat;06.08.2025;ROH;1012;KG;15;A;PD;3003;V;2592,17;EUR;1000;SZEGEDI;;
4404;2830;;Synthalat A 065, 50% Butylacetat;06.08.2025;ROH;1012;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4404;2850;;Synthalat A 065, 50% Butylacetat;06.08.2025;ROH;1012;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4404;300;;Synthalat A 065, 50% Butylacetat;06.08.2025;ROH;1012;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4405;200;;(U) Neocryl XK 541;03.06.2025;ROH;1022;KG;1;Z;ND;3003;V;3203,05;EUR;1000;SZEGEDI;;
4405;300;;(U) Neocryl XK 541;03.06.2025;ROH;1022;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4406;200;;(Z) Waterpoxy 801;03.06.2025;ROH;1042;KG;15;D;PD;3003;V;6500;EUR;1000;SZEGEDI;;
4406;300;;(Z) Waterpoxy 801;03.06.2025;ROH;1042;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4407;200;;(Z) Tego VariPlus TC;30.09.2025;ROH;1066;KG;20;A;PD;3003;V;895,89;EUR;1000;SZEGEDI;;
4407;2300;;(Z) Tego VariPlus TC;30.09.2025;ROH;1066;KG;230;A;PD;3003;V;0;MXN;1000;SZEGEDI;;
4407;2310;;(Z) Tego VariPlus TC;30.09.2025;ROH;1066;KG;234;A;PD;3003;V;0;MXN;1000;SZEGEDI;;
4407;300;;(Z) Tego VariPlus TC;30.09.2025;ROH;1066;KG;30;A;PD;3003;V;1020;EUR;1000;SZEGEDI;;
4407;800;;(Z) Tego VariPlus TC;30.09.2025;ROH;1066;KG;80;A;PD;3003;V;5550;EUR;1000;SZEGEDI;;
4408;200;;Haftharz Tego Addbond LTH fest;30.09.2025;ROH;5055;KG;15;C;PD;3004;V;6533,33;EUR;1000;ROLF;;
4408;300;;Haftharz Tego Addbond LTH fest;30.09.2025;ROH;5055;KG;30;C;V1;3004;V;10316;EUR;1000;ROLF;;
4408;800;;Haftharz Tego Addbond LTH fest;30.09.2025;ROH;5055;KG;80;C;PD;3004;V;10113,95;EUR;1000;ROLF;;
4408;810;;Haftharz Tego Addbond LTH fest;30.09.2025;ROH;5055;KG;999;B;PD;3004;V;0;EUR;1000;ROLF;;
4409;200;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;15;D;V2;3003;V;4419,99;EUR;1000;SZEGEDI;;
4409;2250;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;221;D;PD;3003;V;6971,14;USD;1000;SZEGEDI;;
4409;2830;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;296;D;PD;3004;V;0;CNY;1000;SZEGEDI;;
4409;2850;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;296;D;PD;3004;V;0;CNY;1000;SZEGEDI;;
4409;300;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;30;D;PD;3003;V;4437,86;EUR;1000;SZEGEDI;;
4409;800;;(X) (B) Araldite GZ 290 X 90;14.10.2025;ROH;1014;KG;80;D;PD;3003;V;5526,76;EUR;1000;SZEGEDI;;
4410;200;;Aradur 3745;15.10.2025;ROH;1034;KG;15;D;ZD;3003;V;5700;EUR;1000;SZEGEDI;;
4410;2250;;Aradur 3745;15.10.2025;ROH;1034;KG;221;D;PD;3003;V;0;USD;1000;SZEGEDI;;
4410;300;;Aradur 3745;15.10.2025;ROH;1034;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4411;200;;(R) Aradur 3369 BD (Hardener XBK 3369);14.10.2025;ROH;1034;KG;15;D;ZD;3003;V;9800,03;EUR;1000;SZEGEDI;;
4411;2250;;(R) Aradur 3369 BD (Hardener XBK 3369);14.10.2025;ROH;1034;KG;221;D;PD;3003;V;0;USD;1000;SZEGEDI;;
4411;300;;(R) Aradur 3369 BD (Hardener XBK 3369);14.10.2025;ROH;1034;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4412;200;;(U) (B) Sartomer SR 444 F;03.06.2025;ROH;1056;KG;15;A;ND;3003;V;8148,23;EUR;1000;SZEGEDI;;
4412;2250;;(U) (B) Sartomer SR 444 F;03.06.2025;ROH;1056;KG;221;D;PD;3003;V;17279,55;USD;1000;SZEGEDI;;
4412;300;;(U) (B) Sartomer SR 444 F;03.06.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4413;200;;(U) Genocure LBC;03.06.2025;ROH;5080;KG;20;A;PD;3004;V;21449,61;EUR;1000;SZEGEDI;;
4413;300;;(U) Genocure LBC;03.06.2025;ROH;5080;KG;30;A;PD;3004;V;0;EUR;1000;SZEGEDI;;
4414;200;;Genomer 3364;03.06.2025;ROH;1056;KG;15;A;PD;3003;V;10466,67;EUR;1000;SZEGEDI;;
4414;300;;Genomer 3364;03.06.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4415;200;;(U) Genomer 5275;03.06.2025;ROH;1056;KG;20;A;PD;3003;V;28349,68;EUR;1000;SZEGEDI;;
4415;300;;(U) Genomer 5275;03.06.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4416;200;;(U) Genomer 2253;03.06.2025;ROH;1056;KG;15;A;PD;3003;V;34100;EUR;1000;SZEGEDI;;
4416;2800;;(U) Genomer 2253;03.06.2025;ROH;1056;KG;280;D;PD;3003;V;58115;SGD;1000;SZEGEDI;;
4416;300;;(U) Genomer 2253;03.06.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4417;200;;(X) Epirez 3523 WH 53 Resin;26.08.2025;ROH;1024;KG;15;D;PD;3003;V;3470;EUR;1000;SZEGEDI;;
4417;2830;;(X) Epirez 3523 WH 53 Resin;26.08.2025;ROH;1024;KG;296;D;PD;3003;V;30663,61;CNY;1000;SZEGEDI;;
4417;2850;;(X) Epirez 3523 WH 53 Resin;26.08.2025;ROH;1024;KG;293;D;PD;3003;V;29203,47;CNY;1000;SZEGEDI;;
4417;300;;(X) Epirez 3523 WH 53 Resin;26.08.2025;ROH;1024;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4418;200;;(R) Modifier DW 1765;19.08.2025;ROH;5050;KG;15;D;PD;3004;V;51000;EUR;1000;SZEGEDI;;
4418;300;;(R) Modifier DW 1765;19.08.2025;ROH;5050;KG;30;D;PD;3004;V;0;EUR;1000;SZEGEDI;;
4419;200;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;15;D;ZD;3003;V;8100,38;EUR;1000;SZEGEDI;;
4419;2100;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;210;D;PD;3003;V;7312;EUR;1000;SZEGEDI;;
4419;2250;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;221;D;PD;3003;V;10883,58;USD;1000;SZEGEDI;;
4419;2310;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;234;D;PD;3004;V;230278,6;MXN;1000;SZEGEDI;;
4419;2830;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;296;D;PD;3003;V;65972,6;CNY;1000;SZEGEDI;;
4419;2850;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;293;D;PD;3003;V;62831,8;CNY;1000;SZEGEDI;;
4419;300;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;30;D;PD;3003;V;8099,99;EUR;1000;SZEGEDI;;
4419;800;;(X) (B) Desmophen C 1100;21.10.2025;ROH;1062;KG;999;D;PD;3003;V;6381;EUR;1000;SZEGEDI;;
4420;200;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;15;D;PD;3003;V;2660,42;EUR;1000;SZEGEDI;;
4420;2300;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;999;D;PD;3003;V;0;MXN;1000;SZEGEDI;;
4420;2310;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;234;A;PD;3003;V;125360;MXN;1000;SZEGEDI;;
4420;2830;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4420;2850;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4420;300;;Alberdingk AC 2592;15.10.2025;ROH;1022;KG;30;D;V2;3003;V;2640,01;EUR;1000;SZEGEDI;;
4421;200;;Synthoester 1165, 65% Xylol / MPA;26.08.2025;ROH;1012;KG;15;A;ZD;3003;V;3287,68;EUR;1000;ROLF;;
4421;300;;Synthoester 1165, 65% Xylol / MPA;26.08.2025;ROH;1012;KG;30;A;PD;3003;V;2890;EUR;1000;ROLF;;
4422;200;;(U) Beckopox EM 2120 w/45 WA;03.06.2025;ROH;1024;KG;15;D;PD;3003;V;3298,79;EUR;1000;SZEGEDI;;
4422;300;;(U) Beckopox EM 2120 w/45 WA;03.06.2025;ROH;1024;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4423;190;;(Z) Watersol EP 7983;03.06.2025;ROH;1026;KG;999;;PD;3003;V;2850;EUR;1000;SZEGEDI;;
4423;200;;(Z) Watersol EP 7983;03.06.2025;ROH;1026;KG;15;D;PD;3003;V;2990;EUR;1000;SZEGEDI;;
4423;300;;(Z) Watersol EP 7983;03.06.2025;ROH;1026;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4424;200;;(Z) SYNTHALAT A 045, 60 % Buac;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;1770;EUR;1000;ROLF;;
4424;300;;(Z) SYNTHALAT A 045, 60 % Buac;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;1770;EUR;1000;ROLF;;
4425;200;;(Z) Synolac 1529, BA 80;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;3320;EUR;1000;SZEGEDI;;
4425;300;;(Z) Synolac 1529, BA 80;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4426;200;;(Z) Synolac 5085;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;8,57;EUR;1000;SZEGEDI;;
4426;300;;(Z) Synolac 5085;03.06.2025;ROH;1012;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4427;200;;(U) Trapylen 112 S;01.07.2025;ROH;5055;KG;20;D;PD;3004;V;0;EUR;1000;SZEGEDI;;
4427;300;;(U) Trapylen 112 S;01.07.2025;ROH;5055;KG;30;D;ND;3004;V;0;EUR;1000;SZEGEDI;;
4428;200;;Aradur 3986;21.10.2025;ROH;1042;KG;15;D;ZD;3003;V;6500;EUR;1000;SZEGEDI;;
4428;2310;;Aradur 3986;21.10.2025;ROH;1042;KG;234;D;PD;3003;V;0;MXN;1000;SZEGEDI;;
4428;300;;Aradur 3986;21.10.2025;ROH;1042;KG;30;D;PD;3003;V;6500;EUR;1000;SZEGEDI;;
4429;200;;Araldite GY 776;07.10.2025;ROH;1064;KG;15;D;V2;3003;V;7149,98;EUR;1000;SZEGEDI;;
4429;300;;Araldite GY 776;07.10.2025;ROH;1064;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4429;800;;Araldite GY 776;07.10.2025;ROH;1064;KG;80;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4430;200;;Genomer 4425;08.10.2025;ROH;1056;KG;15;D;ZD;3003;V;13939,99;EUR;1000;SZEGEDI;;
4430;2830;;Genomer 4425;08.10.2025;ROH;1056;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4430;2850;;Genomer 4425;08.10.2025;ROH;1056;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4430;300;;Genomer 4425;08.10.2025;ROH;1056;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4431;200;;(Z) Bayhydur LP MXH 1274-A;03.06.2025;ROH;1032;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4431;300;;(Z) Bayhydur LP MXH 1274-A;03.06.2025;ROH;1032;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4432;200;;(Z) Bayhydur® BL 5335;03.06.2025;ROH;1032;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4432;300;;(Z) Bayhydur® BL 5335;03.06.2025;ROH;1032;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4433;200;;(U) Bayhydrol A 2546;03.06.2025;ROH;1022;KG;20;D;PD;3003;V;4575;EUR;1000;SZEGEDI;;
4433;300;;(U) Bayhydrol A 2546;03.06.2025;ROH;1022;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4434;200;;Aradur 35-1 (alt: Härter LBK 3615);14.10.2025;ROH;1042;KG;15;D;ZD;3003;V;7500;EUR;1000;SZEGEDI;;
4434;300;;Aradur 35-1 (alt: Härter LBK 3615);14.10.2025;ROH;1042;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4435;200;;(Z) Hostavin 3225-2 Disp;15.09.2025;ROH;5020;KG;15;D;ZD;3004;V;37173,48;EUR;1000;SZEGEDI;;
4435;2100;;(Z) Hostavin 3225-2 Disp;15.09.2025;ROH;5020;KG;210;D;PD;3004;V;36240;EUR;1000;SZEGEDI;;
4435;2830;;(Z) Hostavin 3225-2 Disp;15.09.2025;ROH;5020;KG;296;D;PD;3004;V;0;CNY;1000;SZEGEDI;;
4435;2850;;(Z) Hostavin 3225-2 Disp;15.09.2025;ROH;5020;KG;296;D;PD;3004;V;0;CNY;1000;SZEGEDI;;
4435;300;;(Z) Hostavin 3225-2 Disp;15.09.2025;ROH;5020;KG;30;D;PD;3004;V;34463,57;EUR;1000;SZEGEDI;;
4436;200;;Araldite PZ 33757/67;26.09.2025;ROH;1024;KG;15;D;ZD;3003;V;6599,99;EUR;1000;SZEGEDI;;
4436;300;;Araldite PZ 33757/67;26.09.2025;ROH;1024;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4437;200;;(Z) POLYPOX E 260 W;03.06.2025;ROH;1024;KG;1;Z;ND;3003;V;4100;EUR;1000;SIWIAK;;
4437;300;;(Z) POLYPOX E 260 W;03.06.2025;ROH;1024;KG;1;Z;ND;3003;V;0;EUR;1000;SIWIAK;;
4438;200;;(Z) POLYPOX IH 7005 W;03.06.2025;ROH;1042;KG;1;Z;ND;3003;V;5500;EUR;1000;SIWIAK;;
4438;300;;(Z) POLYPOX IH 7005 W;03.06.2025;ROH;1042;KG;1;Z;ND;3003;V;0;EUR;1000;SIWIAK;;
4439;200;;(U) Ebecryl 1290;30.09.2025;ROH;1056;KG;20;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4439;300;;(U) Ebecryl 1290;30.09.2025;ROH;1056;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4439;800;;(U) Ebecryl 1290;30.09.2025;ROH;1056;KG;80;A;PD;3003;V;10970;EUR;1000;SZEGEDI;;
4439;810;;(U) Ebecryl 1290;30.09.2025;ROH;1056;KG;999;B;PD;3003;V;0;EUR;1000;SZEGEDI;;
4440;200;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;15;C;PD;3003;V;14555;EUR;1000;SZEGEDI;;
4440;2310;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;234;D;PD;3003;V;0;MXN;1000;SZEGEDI;;
4440;2800;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;280;D;PD;3003;V;25775;SGD;1000;SZEGEDI;;
4440;2830;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4440;2850;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;296;D;PD;3003;V;0;CNY;1000;SZEGEDI;;
4440;300;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4440;800;;(U) Laromer PO 9026  F;30.09.2025;ROH;1056;KG;80;C;PD;3003;V;0;EUR;1000;SZEGEDI;;
4441;200;;MBF;15.10.2025;ROH;5080;KG;15;A;ZD;3004;V;9294,85;EUR;1000;SZEGEDI;;
4441;2250;;MBF;15.10.2025;ROH;5080;KG;221;D;PD;3004;V;32329,48;USD;1000;SZEGEDI;;
4441;2310;;MBF;15.10.2025;ROH;5080;KG;234;D;PD;3004;V;832079,57;MXN;1000;SZEGEDI;;
4441;2800;;MBF;15.10.2025;ROH;5080;KG;280;D;PD;3004;V;30130;SGD;1000;SZEGEDI;;
4441;2830;;MBF;15.10.2025;ROH;5080;KG;293;D;PD;3004;V;202102,47;CNY;1000;SZEGEDI;;
4441;2850;;MBF;15.10.2025;ROH;5080;KG;293;D;PD;3004;V;200000;CNY;1000;SZEGEDI;;
4441;300;;MBF;15.10.2025;ROH;5080;KG;30;A;PD;3004;V;0;EUR;1000;SZEGEDI;;
4441;800;;MBF;15.10.2025;ROH;5080;KG;80;A;PD;3004;V;31244,65;EUR;1000;SZEGEDI;;
4441;810;;MBF;15.10.2025;ROH;5080;KG;999;B;PD;3004;V;0;EUR;1000;SZEGEDI;;
4442;200;;Genomer 1122 TF;30.09.2025;ROH;1056;KG;15;A;PD;3003;V;48115,53;EUR;1000;SZEGEDI;;
4442;300;;Genomer 1122 TF;30.09.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4442;800;;Genomer 1122 TF;30.09.2025;ROH;1056;KG;80;A;PD;3003;V;39730,73;EUR;1000;SZEGEDI;;
4442;810;;Genomer 1122 TF;30.09.2025;ROH;1056;KG;999;B;PD;3003;V;0;EUR;1000;SZEGEDI;;
4443;200;;(U) Unicure 6105;30.09.2025;ROH;1064;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4443;300;;(U) Unicure 6105;30.09.2025;ROH;1064;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4443;800;;(U) Unicure 6105;30.09.2025;ROH;1064;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4444;200;;(U) Unicure 6976;30.09.2025;ROH;5080;KG;15;Z;ND;3004;V;145196,11;EUR;1000;SZEGEDI;;
4444;300;;(U) Unicure 6976;30.09.2025;ROH;5080;KG;1;Z;ND;3004;V;0;EUR;1000;SZEGEDI;;
4444;800;;(U) Unicure 6976;30.09.2025;ROH;5080;KG;1;Z;ND;3004;V;82090;EUR;1000;SZEGEDI;;
4445;200;;(Z) Unicure 6992;03.06.2025;ROH;5080;KG;1;Z;ND;3004;V;59437,22;EUR;1000;SZEGEDI;;
4445;300;;(Z) Unicure 6992;03.06.2025;ROH;5080;KG;1;Z;ND;3004;V;0;EUR;1000;SZEGEDI;;
4446;200;;Doublemer 520 N;18.10.2025;ROH;1056;KG;15;A;ZD;3003;V;13221,63;EUR;1000;SZEGEDI;;
4446;2250;;Doublemer 520 N;18.10.2025;ROH;1056;KG;221;D;PD;3003;V;20499,68;USD;1000;SZEGEDI;;
4446;2310;;Doublemer 520 N;18.10.2025;ROH;1056;KG;234;D;PD;3003;V;395189,3;MXN;1000;SZEGEDI;;
4446;2830;;Doublemer 520 N;18.10.2025;ROH;1056;KG;296;D;PD;3003;V;94708,02;CNY;1000;SZEGEDI;;
4446;2850;;Doublemer 520 N;18.10.2025;ROH;1056;KG;293;D;PD;3003;V;94685,19;CNY;1000;SZEGEDI;;
4446;300;;Doublemer 520 N;18.10.2025;ROH;1056;KG;30;A;PD;3003;V;0;EUR;1000;SZEGEDI;;
4447;200;;(Z) IRR 598;03.06.2025;ROH;1056;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4447;300;;(Z) IRR 598;03.06.2025;ROH;1056;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4448;200;;(U) Desmolac 4340 X/iB;03.06.2025;ROH;1016;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4448;300;;(U) Desmolac 4340 X/iB;03.06.2025;ROH;1016;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4449;200;;Sartomer CN 113 D 70;03.06.2025;ROH;1056;KG;15;D;V1;3003;V;29049,5;EUR;1000;SZEGEDI;;
4449;300;;Sartomer CN 113 D 70;03.06.2025;ROH;1056;KG;30;D;ND;3003;V;0;EUR;1000;SZEGEDI;;
4450;200;;Watersol AC 7000;21.10.2025;ROH;1022;KG;15;D;ZD;3003;V;4929,75;EUR;1000;SZEGEDI;;
4450;2800;;Watersol AC 7000;21.10.2025;ROH;1022;KG;280;D;PD;3003;V;9614;SGD;1000;SZEGEDI;;
4450;2830;;Watersol AC 7000;21.10.2025;ROH;1022;KG;296;;PD;3003;V;0;CNY;1;SZEGEDI;;
4450;300;;Watersol AC 7000;21.10.2025;ROH;1022;KG;30;D;V1;3003;V;4916,85;EUR;1000;SZEGEDI;;
4450;800;;Watersol AC 7000;21.10.2025;ROH;1022;KG;80;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4451;200;;Tego Dispers 670;26.08.2025;ROH;5010;KG;15;D;V2;3004;V;15242,5;EUR;1000;SZEGEDI;;
4451;2310;;Tego Dispers 670;26.08.2025;ROH;5010;KG;234;D;PD;3004;V;291640;MXN;1000;SZEGEDI;;
4451;2830;;Tego Dispers 670;26.08.2025;ROH;5010;KG;296;D;PD;3004;V;136290;CNY;1000;SZEGEDI;;
4451;2850;;Tego Dispers 670;26.08.2025;ROH;5010;KG;293;D;PD;3004;V;129800;CNY;1000;SZEGEDI;;
4451;300;;Tego Dispers 670;26.08.2025;ROH;5010;KG;30;D;PD;3004;V;0;EUR;1000;SZEGEDI;;
4452;200;;Aradur 3282-1;03.06.2025;ROH;1034;KG;15;C;PD;3003;V;11620,42;EUR;1000;SZEGEDI;;
4452;300;;Aradur 3282-1;03.06.2025;ROH;1034;KG;30;C;ND;3003;V;0;EUR;1000;SZEGEDI;;
4453;200;;(U) Sovermol 1092;03.06.2025;ROH;1062;KG;20;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4453;300;;(U) Sovermol 1092;03.06.2025;ROH;1062;KG;30;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4454;200;;(U) Lupranol 3422;03.06.2025;ROH;1062;KG;20;D;PD;3003;V;2750;EUR;1000;SZEGEDI;;
4454;300;;(U) Lupranol 3422;03.06.2025;ROH;1062;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4455;200;;(U) Lupranol 1000/2;03.06.2025;ROH;1062;KG;20;D;PD;3003;V;2500;EUR;1000;SZEGEDI;;
4455;300;;(U) Lupranol 1000/2;03.06.2025;ROH;1062;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4456;200;;Bayhydrol U 2757 (LPMYT 7326);14.10.2025;ROH;1022;KG;20;D;PD;3003;V;5100;EUR;1000;SZEGEDI;;
4456;300;;Bayhydrol U 2757 (LPMYT 7326);14.10.2025;ROH;1022;KG;30;D;V1;3003;V;5769,99;EUR;1000;SZEGEDI;;
4457;200;;(U) WorleeSol 65 A;03.06.2025;ROH;1026;KG;20;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4457;300;;(U) WorleeSol 65 A;03.06.2025;ROH;1026;KG;30;D;PD;3003;V;0;EUR;1000;SZEGEDI;;
4458;200;;WorleeSol E 330 W;20.10.2025;ROH;1026;KG;15;D;ZD;3003;V;3820,02;EUR;1000;SZEGEDI;;
4458;300;;WorleeSol E 330 W;20.10.2025;ROH;1026;KG;30;D;V1;3003;V;3872,08;EUR;1000;SZEGEDI;;
4459;200;;(U) Synthalat DRS 05-117;03.06.2025;ROH;1026;KG;1;Z;ND;3003;V;2639,55;EUR;1000;SZEGEDI;;
4459;300;;(U) Synthalat DRS 05-117;03.06.2025;ROH;1026;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4460;200;;(U) Bayhydrol U XP 2766;03.06.2025;ROH;1022;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4460;300;;(U) Bayhydrol U XP 2766;03.06.2025;ROH;1022;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4461;200;;(U) Beckopox VEP 2381/55 WA;03.06.2025;ROH;1024;KG;1;Z;ND;3003;V;4900;EUR;1000;SZEGEDI;;
4461;300;;(U) Beckopox VEP 2381/55 WA;03.06.2025;ROH;1024;KG;1;Z;ND;3003;V;0;EUR;1000;SZEGEDI;;
4462;200;;Beckopox EP 2384 W/57 WA;20.10.2025;ROH;1024;KG;15;D;PD;3003;V;4643,19;EUR;1000;SZEGEDI;;
